id,round,amount,product_name,investment,business_id,credit_code,name,update_time,date
10188,新三板,金额未知,,投资方未知,,9135010074636197X0,福建省亿坤通信股份有限公司,2020-06-17 20:07:12,
10189,股权转让,115600万,,厦门国贸,,91350000746388419C,兴业国际信托有限公司,2020-06-17 20:07:12,
10190,新三板,金额未知,,投资方未知,,91341822752955694R,广德天运新技术股份有限公司,2020-06-17 20:07:12,
10191,新三板定增,1470万,,"中钊资本
华闻传媒
金财投资
黄埔网络科技集团",,91341822752955694R,广德天运新技术股份有限公司,2020-06-17 20:07:12,
10192,B轮,1600万,,"方富资本
丰利国际资本
汇利华",,91341822752955694R,广德天运新技术股份有限公司,2020-06-17 20:07:12,
10193,A轮,7000万,,"深创投
汇利华",,91341822752955694R,广德天运新技术股份有限公司,2020-06-17 20:07:12,
10194,新三板,金额未知,,投资方未知,,913418007509901461,安徽生信新材料股份有限公司,2020-06-17 20:07:12,
10195,新三板,金额未知,,投资方未知,,913417007548523571,安徽九华山酒业股份有限公司,2020-06-17 20:07:12,
10196,新三板,金额未知,,投资方未知,,91341600756815373L,安徽亳药千草国药股份有限公司,2020-06-17 20:07:12,
10197,战略投资,金额未知,,华安证券,,91341600756815373L,安徽亳药千草国药股份有限公司,2020-06-17 20:07:12,
10198,新三板定增,金额未知,,恒天财富,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10199,主板定向增发,26000万,,"国元创投
贵州文投
汉理资本
明圣龙庆
湖南高新创投
集素资本
盛世景
招商证券
正海资本
银领资产",,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10200,新三板,金额未知,,投资方未知,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10201,B+轮,金额未知,,"广州越秀产业基金
国药资本
国海证券",,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10202,新三板定增,26000万,,投资方未知,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10203,新三板定增,11800万,,"联讯证券
太平洋证券
太证资本
东方汇富",,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10204,B轮,6000万,,东方汇银,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10205,C轮,5280万,,国药资本,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10206,战略投资,金额未知,,中原证券,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10207,新三板定增,1010万,,天星资本,,913416007467706425,安徽源和堂药业股份有限公司,2020-06-17 20:07:12,
10208,IPO,金额未知,,公开发行,,91341500756807242A,安徽迎驾贡酒股份有限公司,2020-06-17 20:07:12,
10209,A轮,金额未知,,"光大金控
君联资本
联想创投集团
联想控股
中科招商",,91341500756807242A,安徽迎驾贡酒股份有限公司,2020-06-17 20:07:12,
10210,新三板,金额未知,,投资方未知,,91341124756801019A,安徽达诺乳业股份有限公司,2020-06-17 20:07:12,
10211,新三板,金额未知,,投资方未知,,91341000754863232L,黄山振州电子科技股份有限公司,2020-06-17 20:07:12,
10212,新三板定增,2400万,,安元基金,,91341000746763434X,黄山科宏生物香料股份有限公司,2020-06-17 20:07:12,
10213,新三板,金额未知,,投资方未知,,91341000746763434X,黄山科宏生物香料股份有限公司,2020-06-17 20:07:12,
10214,A轮,2580万,,"天亿投资
粤商创投",,91341000746763434X,黄山科宏生物香料股份有限公司,2020-06-17 20:07:12,
10215,新三板,金额未知,,投资方未知,,913408007529828524,安庆新雪莲生物科技股份有限公司,2020-06-17 20:07:12,
10216,新三板,金额未知,,投资方未知,,91340700756830813Y,安徽新视野科教文化股份有限公司,2020-06-17 20:07:12,
10217,新三板定增,5000万,,毅达资本,,91340700756823066X,铜陵兢强电子科技股份有限公司,2020-06-17 20:07:12,
10218,新三板,金额未知,,公开发行,,91340700756823066X,铜陵兢强电子科技股份有限公司,2020-06-17 20:07:12,
10219,战略投资,金额未知,,"中大投资
国厚资产
天源高投",,91340700756823066X,铜陵兢强电子科技股份有限公司,2020-06-17 20:07:12,
10220,天使轮,金额未知,,厚基资本,,91340521150781682W,金菜地食品股份有限公司,2020-06-17 20:07:12,
10221,战略投资,金额未知,,江东控股集团,,91340500756827593N,马鞍山江东颐养有限责任公司,2020-06-17 20:07:12,
10222,天使轮,金额未知,,安徽高新投,,9134050075296665XA,安徽旗翔科技发展有限公司,2020-06-17 20:07:12,
10223,战略投资,1000000万,,"元禾创投
招商局资本
中信资本
古玉资本",,91340500150660397M,顺丰控股股份有限公司,2020-06-17 20:07:12,
10224,IPO,金额未知,,公开发行,,91340500150660397M,顺丰控股股份有限公司,2020-06-17 20:07:12,
10225,-,金额未知,,民银国际,,91340225750990170D,安徽希玛欧美佳装饰材料工业有限公司,2020-06-17 20:07:12,
10226,新三板,金额未知,,投资方未知,,913402217529515624,安徽蜂联生物科技股份有限公司,2020-06-17 20:07:12,
10227,战略投资,金额未知,,远大创投,,913402087448937452,芜湖造船厂有限公司,2020-06-17 20:07:12,
10228,战略投资,金额未知,,源恺投资,,913402077548773511,芜湖日升重型机床有限公司,2020-06-17 20:07:12,
10229,新三板,金额未知,,投资方未知,,9134020075681686XN,芜湖宏景电子股份有限公司,2020-06-17 20:07:12,
10230,-,未披露,,科大控股,,91340200754869351J,安徽科焱安全材料股份有限公司,2020-06-17 20:07:12,
10231,新三板,金额未知,,投资方未知,,913402007509815308,安徽纽麦特新材料科技股份有限公司,2020-06-17 20:07:12,
10232,新三板,金额未知,,投资方未知,,9134020074891251XG,安徽华能医用橡胶制品股份有限公司,2020-06-17 20:07:12,
10233,新三板,金额未知,,投资方未知,,91340200746761527B,芜湖盛力科技股份有限公司,2020-06-17 20:07:12,
10234,新三板,金额未知,,投资方未知,,91340181754858724M,安徽富硒香生物食品股份有限公司,2020-06-17 20:07:13,
10235,天使轮,金额未知,,合肥市汇瑞投资管理合伙企业（有限合伙）,,913401217529904735,安徽省庆云医药股份有限公司,2020-06-17 20:07:13,
10236,A轮,金额未知,,安元基金,,913401217529904735,安徽省庆云医药股份有限公司,2020-06-17 20:07:13,
10237,-,金额未知,,"华融国际
中国长城资产",,91340100756816990G,安徽神剑科技股份有限公司,2020-06-17 20:07:13,
10238,-,未披露,,安徽投资集团,,91340100754888819N,合肥信息工程监理咨询有限公司,2020-06-17 20:07:13,
10239,F轮,金额未知,,"盈科资本
金通安益",,91340100754889192Q,安徽大地熊新材料股份有限公司,2020-06-17 20:07:13,
10240,天使轮,2100万,,高特佳投资,,91340100754876551T,安徽绿亿种业有限公司,2020-06-17 20:07:13,
10241,B轮,20000万,,加华资本,,913401007548775701,安徽老乡鸡餐饮有限公司,2020-06-17 20:07:13,
10242,A轮,13000万,,今日资本,,913401007548775701,安徽老乡鸡餐饮有限公司,2020-06-17 20:07:13,
10243,新三板,金额未知,,投资方未知,,913401007548632595,安徽中皖辉达信息服务股份有限公司,2020-06-17 20:07:13,
10244,新三板,金额未知,,投资方未知,,913401007548551280,合肥高创股份有限公司,2020-06-17 20:07:13,
10245,新三板定增,900万,,投资方未知,,91340100752969631J,合肥中鼎信息科技股份有限公司,2020-06-17 20:07:13,
10246,新三板,金额未知,,投资方未知,,91340100752969631J,合肥中鼎信息科技股份有限公司,2020-06-17 20:07:13,
10247,战略投资,176万,,高特佳投资,,91340100752969631J,合肥中鼎信息科技股份有限公司,2020-06-17 20:07:13,
10248,战略投资,金额未知,,合肥高新建设投资集团,,91340100750971359X,安徽贝斯特实业发展有限公司,2020-06-17 20:07:13,
10249,战略投资,金额未知,,"高科创投
北京建元时代投资管理中心",,91340100750968723R,合肥恒大江海泵业股份有限公司,2020-06-17 20:07:13,
10250,天使轮,金额未知,,合肥高投,,91340100750959229F,合肥天一生物技术研究所有限责任公司,2020-06-17 20:07:13,
10251,战略投资,金额未知,,杭州骧腾投资管理有限公司,,91340100748913643T,东华(安徽)生态规划院有限公司,2020-06-17 20:07:13,
10252,战略投资,金额未知,,合肥高投,,91340100748914515F,安徽文康科技有限公司,2020-06-17 20:07:13,
10253,-,金额未知,,六安中安天使基金,,913401007467975970,合肥市华软科技有限公司,2020-06-17 20:07:13,
10254,新三板定增,680万,,金诺数字文化,,913401007467890286,合肥金诺数码科技股份有限公司,2020-06-17 20:07:13,
10255,战略投资,金额未知,,合肥创投,,913401007467890286,合肥金诺数码科技股份有限公司,2020-06-17 20:07:13,
10256,新三板,金额未知,,投资方未知,,913401007467890286,合肥金诺数码科技股份有限公司,2020-06-17 20:07:13,
10257,A轮,金额未知,,"朗程资本
滦海资本
斐君资本",,913401007467843586,合肥晟泰克汽车电子股份有限公司,2020-06-17 20:07:13,
10258,天使轮,金额未知,,"中盐安徽红四方股份
海丰商贸",,913401007467623865,安徽锦邦化工股份有限公司,2020-06-17 20:07:13,
10259,-,未披露,,安徽投资集团,,913400007568359562,安徽省皖投融资担保有限责任公司,2020-06-17 20:07:13,
10260,新三板,金额未知,,投资方未知,,91340000752993244W,安徽安天利信工程管理股份有限公司,2020-06-17 20:07:13,
10261,IPO,金额未知,,公开发行,,913400007467971596,安徽省天然气开发股份有限公司,2020-06-17 20:07:13,
10262,战略投资,金额未知,,皖能电力,,913400007467971596,安徽省天然气开发股份有限公司,2020-06-17 20:07:13,
10263,战略投资,金额未知,,"万得投资
浙华投资",,9133110075119001XQ,海南国际知识产权交易中心有限公司,2020-06-17 20:07:13,
10264,新三板,金额未知,,投资方未知,,91331082749044988Q,浙江顶立添翼汽车部件股份有限公司,2020-06-17 20:07:13,
10265,新三板,金额未知,,投资方未知,,91331000749837996D,浙江巨科新材料股份有限公司,2020-06-17 20:07:13,
10266,A轮,金额未知,,衢州市柯城区盈川产业基金管理有限公司,,9133080275590610X5,衢州恒业汽车部件有限公司,2020-06-17 20:07:13,
10267,A轮,7.5亿人民币,,"富汇创投
君丰资本",,91330784753999963T,众泰控股集团有限公司,2020-06-17 20:07:13,
10268,A轮,金额未知,,杭州城投富鼎投资管理有限公司,,91330604355376816J,晨辉光宝科技股份有限公司,2020-06-17 20:07:13,
10269,新三板,金额未知,,投资方未知,,9133060074772340XX,浙江林江化工股份有限公司,2020-06-17 20:07:13,
10270,战略投资,金额未知,,东方证券,,913306007477180613,浙江天使之泪珍珠股份有限公司,2020-06-17 20:07:13,
10271,新三板,金额未知,,投资方未知,,913306007477180613,浙江天使之泪珍珠股份有限公司,2020-06-17 20:07:13,
10272,战略投资,金额未知,,"东证融通
美好资本",,913306007477180613,浙江天使之泪珍珠股份有限公司,2020-06-17 20:07:13,
10273,新三板,金额未知,,投资方未知,,91330500754939858B,浙江中维药业股份有限公司,2020-06-17 20:07:13,
10274,新三板,金额未知,,投资方未知,,9133050075192743XT,浙江东宇电气股份有限公司,2020-06-17 20:07:13,
10275,新三板,金额未知,,投资方未知,,91330500751150915T,浙江立泰复合材料股份有限公司,2020-06-17 20:07:13,
10276,战略投资,金额未知,,德美化工,,91330400751194328R,明仁精细化工(嘉兴)有限公司,2020-06-17 20:07:13,
10277,天使轮,金额未知,,毅达资本,,91330281747350383W,宁波伟立机器人科技股份有限公司,2020-06-17 20:07:13,
10278,A轮,1000万,,"赛伯乐投资
东元创投",,91330281747350383W,宁波伟立机器人科技股份有限公司,2020-06-17 20:07:13,
10279,新三板,金额未知,,投资方未知,,91330281747350383W,宁波伟立机器人科技股份有限公司,2020-06-17 20:07:13,
10280,A轮,金额未知,,"杭州城投富鼎投资管理有限公司
汇石投资
甬潮创投",,9133021274738281XA,宁波开诚生态技术有限公司,2020-06-17 20:07:13,
10281,Pre-A轮,金额未知,,"科发资本
杭州龙蠡投资管理",,913302067503589764,宁波永发智能安防科技有限公司,2020-06-17 20:07:13,
10282,天使轮,金额未知,,科发资本,,913302067503589764,宁波永发智能安防科技有限公司,2020-06-17 20:07:13,
