id,round,amount,product_name,investment,business_id,credit_code,name,update_time,date
6447,IPO,金额未知,,公开发行,,9165000071890181XA,新疆赛里木现代农业股份有限公司,2020-06-17 20:05:27,
6448,战略投资,金额未知,,"东方证券
海益投资
大清创投",,91650000712958321C,新疆交通建设集团股份有限公司,2020-06-17 20:05:27,
6449,IPO,金额未知,,公开发行,,91650000712958321C,新疆交通建设集团股份有限公司,2020-06-17 20:05:27,
6450,IPO,金额未知,,公开发行,,91650000710896307E,新疆塔里木农业综合开发股份有限公司,2020-06-17 20:05:28,
6451,IPO,金额未知,,公开发行,,9165000071296668XK,广汇能源股份有限公司,2020-06-17 20:05:28,
6452,IPO,47000万,,公开发行,,91650000710892189L,新疆伊力特实业股份有限公司,2020-06-17 20:05:28,
6453,-,未披露,,明石创新,,916500007189015377,中国彩棉(集团)股份有限公司,2020-06-17 20:05:28,
6454,IPO,金额未知,,公开发行,,91641100710658608A,商赢环球股份有限公司,2020-06-17 20:05:28,
6455,战略投资,金额未披露,,正心谷创新资本,,91650000722318862K,新疆八一钢铁股份有限公司,2020-06-17 20:05:28,
6456,IPO,9.5亿,,"",,91650000722318862K,新疆八一钢铁股份有限公司,2020-06-17 20:05:28,
6457,天使轮,金额未披露,,银川市产业基金管理有限公司,,9164110071504471XW,银川市富邦印刷包装有限公司,2020-06-17 20:05:28,
6458,A轮,金额未披露,,银川育成凤凰,,9164110071504471XW,银川市富邦印刷包装有限公司,2020-06-17 20:05:28,
6459,新三板,金额未披露,,"",,91641100715037923N,宁夏法塞特葡萄酒庄股份有限公司,2020-06-17 20:05:28,
6460,IPO,金额未知,,公开发行,,91650000718902425H,新疆天润乳业股份有限公司,2020-06-17 20:05:28,
6461,战略投资,金额未知,,新投大西部基金,,9165000022859700XU,中建新疆建工(集团)有限公司,2020-06-17 20:05:28,
6462,A轮,金额未知,,"HomeAway
青海新泉企业管理有限公司",,91632500710447288L,青海省青海湖药业有限公司,2020-06-17 20:05:28,
6463,天使轮,金额未知,,"海南州海汇投资
青海省发展投资",,91632500710447288L,青海省青海湖药业有限公司,2020-06-17 20:05:28,
6464,IPO,金额未知,,公开发行,,916300007104492831,西部矿业股份有限公司,2020-06-17 20:05:28,
6465,未透露,金额未披露,,中国农发重点建设基金,,916401227150469185,宁夏厚生记食品有限公司,2020-06-17 20:05:28,
6466,新三板定增,4亿人民币,,"中信证券,恒业基金,暖流集团,合源资本",,91640000715036082X,宁夏上陵牧业股份有限公司,2020-06-17 20:05:28,
6467,B轮,1600万人民币,,"",,91640000715036082X,宁夏上陵牧业股份有限公司,2020-06-17 20:05:28,
6468,A轮,510万人民币,,天星资本,,91640000715036082X,宁夏上陵牧业股份有限公司,2020-06-17 20:05:28,
6469,新三板,金额未披露,,"",,91640000715036082X,宁夏上陵牧业股份有限公司,2020-06-17 20:05:28,
6470,被收购,金额未披露,,"",,91640000710684742A,西北稀有金属材料研究院宁夏有限公司,2020-06-17 20:05:28,
6471,B轮,2.4亿人民币,,"海通开元,富汇创投,华工创投,天翼资本,光大控股,光远资本,珠海华工创业投资管理合伙企业",,91640000710656928D,宁夏泰瑞制药股份有限公司,2020-06-17 20:05:28,
6472,A轮,3.2亿人民币,,"基石资本,中科招商",,91640000710656928D,宁夏泰瑞制药股份有限公司,2020-06-17 20:05:28,
6473,新三板,金额未知,,投资方未知,,91620100710392205H,兰州威特焊材科技股份有限公司,2020-06-17 20:05:28,
6474,新三板定增,4050万,,甘肃现代农业产业创业投资基金,,91620100710392205H,兰州威特焊材科技股份有限公司,2020-06-17 20:05:28,
6475,IPO,金额未知,,公开发行,,91620000710375659T,甘肃酒钢集团宏兴钢铁股份有限公司,2020-06-17 20:05:28,
6476,主板定向增发,金额未知,,酒钢集团,,91620000710375659T,甘肃酒钢集团宏兴钢铁股份有限公司,2020-06-17 20:05:28,
6477,IPO,48500万,,公开发行,,91620000710375560A,方大炭素新材料科技股份有限公司,2020-06-17 20:05:28,
6478,上市,48480万,,公开发行,,91620000710375560A,方大炭素新材料科技股份有限公司,2020-06-17 20:05:28,
6479,战略投资,金额未知,,天堂硅谷,,91620000710375560A,方大炭素新材料科技股份有限公司,2020-06-17 20:05:28,
6480,天使轮,金额未披露,,云投集团,,915301007134961817,昆明赛格迈电气有限公司,2020-06-17 20:05:28,
6481,IPO,金额未披露,,"",,9153000071947854XF,云南旅游股份有限公司,2020-06-17 20:05:28,
6482,IPO,金额未披露,,"",,915300007098268547,云南罗平锌电股份有限公司,2020-06-17 20:05:28,
6483,战略投资,金额未知,,和灵资本,,91610300713576579H,陕西西凤酒股份有限公司,2020-06-17 20:05:28,
6484,战略投资,金额未知,,"中南弘远
远东控股",,91610300713576579H,陕西西凤酒股份有限公司,2020-06-17 20:05:28,
6485,B轮,金额未知,,"光大金控
中信产业基金
新天域资本",,91610300713576579H,陕西西凤酒股份有限公司,2020-06-17 20:05:28,
6486,C轮,金额未知,,"盈信投资集团
富海银涛",,91610300713576579H,陕西西凤酒股份有限公司,2020-06-17 20:05:28,
6487,A轮,金额未知,,中南弘远,,91610300713576579H,陕西西凤酒股份有限公司,2020-06-17 20:05:28,
6488,战略投资,金额未知,,彩生活,,91610132710152658R,西安荣鑫物业管理股份有限公司,2020-06-17 20:05:28,
6489,新三板,金额未知,,投资方未知,,91610132710152658R,西安荣鑫物业管理股份有限公司,2020-06-17 20:05:28,
6490,天使轮,金额未知,,"西高投
曲江文化产业集团",,91610133628001279E,西安鑫正实业有限公司,2020-06-17 20:05:28,
6491,上市,金额未知,,投资方未知,,916101317101664434,西安海天天线科技股份有限公司,2020-06-17 20:05:28,
6492,新三板,金额未知,,投资方未知,,916101317135441634,陕西麦草人农业科技股份有限公司,2020-06-17 20:05:28,
6493,B轮,2850万,,九鼎投资,,916101317101340979,西安新竹防务科技有限公司,2020-06-17 20:05:28,
6494,天使轮,152万,,力合清源,,916101317101340979,西安新竹防务科技有限公司,2020-06-17 20:05:28,
6495,C轮,金额未知,,力合清源,,916101317101340979,西安新竹防务科技有限公司,2020-06-17 20:05:28,
6496,A轮,3800万,,德同资本,,916101317101340979,西安新竹防务科技有限公司,2020-06-17 20:05:28,
6497,天使轮,金额未知,,深创投,,91610131628054450B,西安交大捷普网络科技有限公司,2020-06-17 20:05:28,
6498,IPO,金额未知,,公开发行,,91610131628001738N,西安陕鼓动力股份有限公司,2020-06-17 20:05:28,
6499,新三板,金额未知,,投资方未知,,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6500,C轮,金额未知,,投资方未知,,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6501,A轮,900万,,投资方未知,,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6502,战略投资,金额未知,,"国富投资
支点投资
海通创新资本",,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6503,B轮,金额未知,,投资方未知,,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6504,天使轮,金额未知,,东方富海,,91610131628053714D,西安瑞联新材料股份有限公司,2020-06-17 20:05:28,
6505,-,金额未知,,西安高科集团,,9161013162805408XH,西安高科建材科技有限公司,2020-06-17 20:05:28,
6506,战略投资,金额未知,,"证大投资
景林投资",,916101312206074534,长安国际信托股份有限公司,2020-06-17 20:05:28,
6507,天使轮,金额未知,,淳大国际,,916101312206074534,长安国际信托股份有限公司,2020-06-17 20:05:29,
6508,-,金额未知,,宏府产业投资集团,,916101047101315314,西安市宏府物业管理有限责任公司,2020-06-17 20:05:29,
6509,上市,金额未知,,投资方未知,,91610000713595649W,陕西西北新技术实业股份有限公司,2020-06-17 20:05:29,
6510,新三板,金额未知,,投资方未知,,91610000713579315R,陕西石羊实业股份有限公司,2020-06-17 20:05:29,
6511,IPO,金额未知,,公开发行,,91610000713592579L,陕西航天动力高科技股份有限公司,2020-06-17 20:05:29,
6512,战略投资,2420000万,,"中国国新
中国人寿
中信证券
国投创新投资
工商银行",,91610000713577934C,国家电投集团黄河上游水电开发有限责任公司,2020-06-17 20:05:29,
6513,主板定向增发,230000万,,"朱雀投资
陕西金资基金
陕西省成长性企业引导基金管理
严建亚
王艳",,91610000713550723T,宝鸡钛业股份有限公司,2020-06-17 20:05:29,
6514,主板定向增发,210000万,,投资方未知,,91610000713550723T,宝鸡钛业股份有限公司,2020-06-17 20:05:29,
6515,IPO,金额未知,,公开发行,,91610000713550723T,宝鸡钛业股份有限公司,2020-06-17 20:05:29,
6516,主板定向增发,金额未知,,前海人寿保险,,91610000713550723T,宝鸡钛业股份有限公司,2020-06-17 20:05:29,
6517,A轮,金额未知,,银河科投,,91610000713548017G,陕西银河电力仪表股份有限公司,2020-06-17 20:05:29,
6518,-,金额未知,,国兴资本,,916100007135476041,陕西邦希化工有限公司,2020-06-17 20:05:29,
6519,新三板,金额未知,,投资方未知,,916100007135238721,陕西天润科技股份有限公司,2020-06-17 20:05:29,
6520,A轮,金额未知,,"东方富海
浚源资本",,916100007101644483,陕西天宇制药有限公司,2020-06-17 20:05:29,
6521,天使轮,金额未知,,"首泰金信
北京莱芙嘉科技有限公司",,915404007214721638,桑德集团有限公司,2020-06-17 20:05:29,
6522,新三板,金额未知,,投资方未知,,91542200710911722G,西藏江南矿业股份有限公司,2020-06-17 20:05:29,
6523,战略投资,金额未知,,云南白药,,91532900218650997B,云南白药清逸堂实业有限公司,2020-06-17 20:05:29,
6524,天使轮,金额未知,,"君润投资
滇南本草投资
杭州云舟投资",,91532500217880993G,云南云河药业股份有限公司,2020-06-17 20:05:29,
6525,新三板,金额未知,,投资方未知,,915323317194586616,云南嘉缘花木绿色产业股份有限公司,2020-06-17 20:05:29,
6526,新三板,金额未知,,投资方未知,,91532323713476455F,云南羊泉生物科技股份有限公司,2020-06-17 20:05:29,
6527,新三板,金额未知,,投资方未知,,915308007194870328,云南大唐汉方制药股份有限公司,2020-06-17 20:05:29,
6528,A轮,金额未知,,易聚（深圳）投资管理,,915308007194870328,云南大唐汉方制药股份有限公司,2020-06-17 20:05:29,
6529,被收购,金额未知,,希努尔,,915307027134952698,丽江玉龙花园投资有限公司,2020-06-17 20:05:29,
6530,新三板定增,1100万,,武汉锦辉泰投资管理有限公司;北京国基益资有限公司;在册股东;个人投资者,,91530400713480227M,云南万绿生物股份有限公司,2020-06-17 20:05:29,
6531,战略投资,金额未知,,"中原证券
海通开元
安信证券",,91530400713480227M,云南万绿生物股份有限公司,2020-06-17 20:05:29,
6532,战略投资,金额未知,,"中信证券
东方证券",,91530400713480227M,云南万绿生物股份有限公司,2020-06-17 20:05:29,
6533,新三板,金额未知,,投资方未知,,91530400713480227M,云南万绿生物股份有限公司,2020-06-17 20:05:29,
6534,-,金额未知,,云南省国有资本运营金和股权投资基金管理,,91530181709759233R,云南天朗节能环保集团有限公司,2020-06-17 20:05:29,
6535,战略投资,金额未知,,金茂资本,,91530100727292067T,云南高虹药业股份有限公司,2020-06-17 20:05:29,
6536,新三板,金额未知,,投资方未知,,91530100719454513L,昆明理工恒达科技股份有限公司,2020-06-17 20:05:29,
6537,新三板定增,675万,,"广发证券
中原证券
红塔创投
长润资本",,91530100719454513L,昆明理工恒达科技股份有限公司,2020-06-17 20:05:29,
6538,天使轮,金额未知,,"保利资本
航天高新创投
航天科工",,915301007194187079,云南航天神州汽车有限公司,2020-06-17 20:05:29,
6539,新三板,金额未知,,投资方未知,,9153010071941700XE,昆明联诚科技股份有限公司,2020-06-17 20:05:29,
6540,战略投资,960万,,"青蓝投资
信达风投资
金诚信投资
知新资本
云南省工业投资控股集团有限责任公司
重庆生众投资管理
宏利创投",,9153010071941700XE,昆明联诚科技股份有限公司,2020-06-17 20:05:29,
6541,新三板,金额未知,,投资方未知,,91530100719410262R,云南铜业科技发展股份有限公司,2020-06-17 20:05:29,
6542,战略投资,金额未知,,国信弘盛,,91530100713404849F,昆明云内动力股份有限公司,2020-06-17 20:05:29,
6543,IPO,金额未知,,公开发行,,91530100713404849F,昆明云内动力股份有限公司,2020-06-17 20:05:29,
6544,战略投资,15000万,,高特佳投资,,915301007134092367,云南生物谷药业股份有限公司,2020-06-17 20:05:29,
6545,新三板,金额未知,,投资方未知,,915301007134092367,云南生物谷药业股份有限公司,2020-06-17 20:05:29,
6546,天使轮,金额未知,,金沙江资本,,915301007134092367,云南生物谷药业股份有限公司,2020-06-17 20:05:29,
6547,新三板,金额未知,,公开发行,,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6548,战略投资,金额未知,,中交投资,,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6549,战略投资,12750万,,"平安创投
中科招商",,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6550,新三板定增,金额未知,,滨海财富,,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6551,战略投资,金额未知,,百富源资本,,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6552,股权转让,4300万,,浙商创投,,915300007343114578,云南路桥股份有限公司,2020-06-17 20:05:29,
6553,战略投资,70000万,,投资方未知,,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6554,主板定向增发,1000万,,"君联资本
弘毅投资
康恩贝
百利宏创投
建设银行",,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6555,IPO,79200万,,公开发行,,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6556,战略投资,80000万,,白云山,,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6557,定向增发,数千万人民币,,"君联资本
弘毅投资
建设银行",,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6558,A轮,1000万,,"君联资本
弘毅投资
百利宏创投",,91530000725287862K,一心堂药业集团股份有限公司,2020-06-17 20:05:29,
6559,IPO,金额未知,,公开发行,,915300007194992875,贵研铂业股份有限公司,2020-06-17 20:05:30,
6560,新三板,金额未知,,投资方未知,,915300007194101153,云南园林绿化股份有限公司,2020-06-17 20:05:30,
6561,新三板定增,782万,,嘉兴惠鼎雄新股权投资合伙企业（有限合伙）,,91530000719410393G,长江绿海环境工程股份有限公司,2020-06-17 20:05:30,
6562,新三板定增,792万,,上海百赢投资,,91530000719410393G,长江绿海环境工程股份有限公司,2020-06-17 20:05:30,
6563,新三板,金额未知,,投资方未知,,91530000719410393G,长江绿海环境工程股份有限公司,2020-06-17 20:05:30,
6564,战略投资,4000万,,"天星资本
百泰易合（北京）资产管理
博星投资",,91530000719410393G,长江绿海环境工程股份有限公司,2020-06-17 20:05:30,
6565,IPO,金额未知,,公开发行,,91530000713464526C,云南驰宏锌锗股份有限公司,2020-06-17 20:05:30,
6566,A轮,金额未知,,基石资本,,915300007134134380,云南神农农业产业集团股份有限公司,2020-06-17 20:05:30,
6567,战略投资,金额未知,,南方资产,,91530000713402501X,云南变压器电气股份有限公司,2020-06-17 20:05:30,
6568,战略投资,金额未知,,盛万投资,,91530000713402501X,云南变压器电气股份有限公司,2020-06-17 20:05:30,
6569,-,金额未知,,云南省国有资本运营金润股权投资基金管理,,91530000216548980G,云南物流产业集团有限公司,2020-06-17 20:05:30,
6570,被收购,105700万,,周大福,,91530000709835283M,云南景谷林业股份有限公司,2020-06-17 20:05:30,
6571,IPO,金额未知,,公开发行,,91530000709835283M,云南景谷林业股份有限公司,2020-06-17 20:05:30,
6572,股权转让,75700万,,磁晅资本,,91530000709835283M,云南景谷林业股份有限公司,2020-06-17 20:05:30,
6573,被收购,金额未知,,四川佳能达投资有限公司,,91522300709688201J,贵州云峰药业有限公司,2020-06-17 20:05:30,
6574,IPO,金额未知,,公开发行,,91520400215650676U,贵州百灵企业集团制药股份有限公司,2020-06-17 20:05:30,
6575,天使轮,金额未知,,光大资本,,9152000071430601XM,贵州青利集团有限公司,2020-06-17 20:05:30,
6576,IPO,金额未知,,公开发行,,9152000071430441XX,贵州贵航汽车零部件股份有限公司,2020-06-17 20:05:30,
6577,IPO,金额未知,,公开发行,,9152000071430580XT,贵州茅台酒股份有限公司,2020-06-17 20:05:30,
6578,IPO,金额未知,,公开发行,,91520000714303759X,贵州红星发展股份有限公司,2020-06-17 20:05:30,
6579,IPO,金额未知,,公开发行,,915200007143027723,贵州盘江精煤股份有限公司,2020-06-17 20:05:30,
6580,IPO,金额未知,,公开发行,,915200007096727366,南方汇通股份有限公司,2020-06-17 20:05:30,
6581,战略投资,82600万,,阿里健康,,91520000709670773J,贵州一树连锁药业有限公司,2020-06-17 20:05:30,
6582,战略投资,金额未知,,辰悦投资管理（杭州）,,91520000709670773J,贵州一树连锁药业有限公司,2020-06-17 20:05:30,
6583,战略投资,金额未知,,"朴素资本
华泰证券
贵州文投
大参林
道兴投资",,91520000709670773J,贵州一树连锁药业有限公司,2020-06-17 20:05:30,
6584,天使轮,金额未知,,华融资本管理有限公司,,91513433MA62H1E559,冕宁县飞天实业有限责任公司,2020-06-17 20:05:30,
6585,战略投资,金额未知,,兴业证券,,91511800210900664K,雅安茶厂股份有限公司,2020-06-17 20:05:30,
6586,新三板,金额未知,,投资方未知,,91511800210900664K,雅安茶厂股份有限公司,2020-06-17 20:05:30,
6587,IPO,26000万,,公开发行,,91511600711816831P,四川广安爱众股份有限公司,2020-06-17 20:05:30,
6588,新三板,金额未知,,投资方未知,,91511100717550835B,乐山希尔电子股份有限公司,2020-06-17 20:05:30,
6589,A轮,金额未知,,硅谷天堂,,915108027208141419,广元市海天实业有限责任公司,2020-06-17 20:05:30,
6590,IPO,金额未知,,公开发行,,915107007208230803,四川九州电子科技股份有限公司,2020-06-17 20:05:30,
6591,战略投资,金额未知,,久盛创投,,91510700MA6243CP0B,四川恒泰环境技术有限责任公司,2020-06-17 20:05:30,
6592,IPO,金额未知,,公开发行,,91510700620960125J,利尔化学股份有限公司,2020-06-17 20:05:30,
6593,新三板,金额未知,,投资方未知,,91510700717509138R,绵阳立德电子股份有限公司,2020-06-17 20:05:30,
6594,新三板,金额未知,,投资方未知,,9151060071753910XR,德阳市中嘉实业股份有限公司,2020-06-17 20:05:30,
6595,B轮,金额未知,,高特佳投资,,91510600717583178B,德阳市天元地质服务有限责任公司,2020-06-17 20:05:30,
6596,IPO,28100万,,公开发行,,91510600711814297K,四川川恒控股集团股份有限公司,2020-06-17 20:05:30,
6597,战略投资,15000万,,九鼎投资,,91510600711814297K,四川川恒控股集团股份有限公司,2020-06-17 20:05:30,
6598,IPO,金额未知,,公开发行,,91510500711880825C,四川泸天化股份有限公司,2020-06-17 20:05:30,
6599,-,金额未知,,泽洪策划,,91510400709190825C,攀枝花攀西阳光酒业有限公司,2020-06-17 20:05:30,
6600,新三板,金额未知,,投资方未知,,91510300720825051W,四川川油天然气科技股份有限公司,2020-06-17 20:05:30,
6601,A轮,金额未知,,北京正达联合投资,,91510300720825051W,四川川油天然气科技股份有限公司,2020-06-17 20:05:30,
6602,IPO,金额未知,,公开发行,,91510300711887031U,四川大西洋焊接材料股份有限公司,2020-06-17 20:05:30,
6603,天使轮,1000万,,"依奥斯亚洲
云月投资
美林华安",,91510183709286800Q,四川省治权集团有限公司,2020-06-17 20:05:30,
6604,战略投资,金额未知,,中信资本,,9151012472033173XM,成都富广置业有限公司,2020-06-17 20:05:30,
6605,A轮,10000万,,天图资本,,91510124720347942H,四川饭扫光食品集团股份有限公司,2020-06-17 20:05:30,
6606,-,金额未知,,成都奥源投资管理,,9151011472342654XD,成都(台资)先驱实业有限公司,2020-06-17 20:05:30,
6607,被收购,金额未知,,大福控股,,91510114720343300Q,梓宁建设集团有限公司,2020-06-17 20:05:30,
6608,-,金额未知,,华夏人寿,,91510113720353891T,四川三洲川化机核能设备制造有限公司,2020-06-17 20:05:30,
6609,A轮,金额未知,,九鼎投资,,91510113720349892H,成都焊研威达科技股份有限公司,2020-06-17 20:05:30,
6610,天使轮,金额未知,,航天高新（苏州）创投,,91510112725361049T,成都九鼎科技(集团)有限公司,2020-06-17 20:05:30,
6611,-,金额未知,,中国瑞达投资发展集团有限公司,,91510112201965730C,成都南光机器有限公司,2020-06-17 20:05:30,
6612,A轮,百万级,,大连艺术大学,,915101077234003583,成都天奥科技开发有限公司,2020-06-17 20:05:30,
6613,天使轮,金额未知,,未披露,,915101077234003583,成都天奥科技开发有限公司,2020-06-17 20:05:30,
6614,新三板,金额未知,,投资方未知,,91510107713039685R,成都黑蚁文化创意股份有限公司,2020-06-17 20:05:30,
6615,A轮,7500万,,"涌铧投资
君盛投资
招商局资本
易联资本",,91510106723401086P,成都市嘉洲新型防水材料有限公司,2020-06-17 20:05:30,
6616,新三板,金额未知,,投资方未知,,91510105716093089W,成都华樱出国服务股份有限公司,2020-06-17 20:05:31,
6617,新三板,金额未知,,投资方未知,,91510104720340687J,四川新威环境服务股份有限公司,2020-06-17 20:05:31,
6618,新三板,金额未知,,投资方未知,,915101007253857531,成都信谊物业有限公司,2020-06-17 20:05:31,
6619,新三板,金额未知,,投资方未知,,91510100725373285P,成都正合地产顾问股份有限公司,2020-06-17 20:05:31,
6620,IPO,金额未知,,公开发行,,91510100725369155J,四川成飞集成科技股份有限公司,2020-06-17 20:05:31,
6621,新三板,金额未知,,投资方未知,,915101007234484074,四川格纳斯光电科技股份有限公司,2020-06-17 20:05:31,
6622,A轮,金额未知,,成都高投,,91510100723432720E,成都特普生物科技股份有限公司,2020-06-17 20:05:31,
6623,新三板,金额未知,,投资方未知,,91510100723432720E,成都特普生物科技股份有限公司,2020-06-17 20:05:31,
6624,新三板,金额未知,,投资方未知,,91510100723434670C,成都欣捷高新技术开发股份有限公司,2020-06-17 20:05:31,
6625,新三板定增,2302万,,投资方未知,,91510100723434670C,成都欣捷高新技术开发股份有限公司,2020-06-17 20:05:31,
6626,新三板,金额未知,,投资方未知,,915101007234109512,成都可为科技股份有限公司,2020-06-17 20:05:31,
6627,新三板,金额未知,,投资方未知,,915101007234013774,四川川娇农牧科技股份有限公司,2020-06-17 20:05:31,
6628,IPO,93800万,,公开发行,,91510100720396648R,成都红旗连锁股份有限公司,2020-06-17 20:05:31,
6629,A轮,27000万,,"新和成
九鼎投资",,91510100720396648R,成都红旗连锁股份有限公司,2020-06-17 20:05:31,
6630,股权转让,94700万,,永辉超市,,91510100720396648R,成都红旗连锁股份有限公司,2020-06-17 20:05:31,
6631,天使轮,金额未知,,劲杉资本,,91510100720386298G,成都市家和装饰工程有限责任公司,2020-06-17 20:05:31,
6632,新三板,金额未知,,投资方未知,,91510100720370210C,成都川美新技术股份有限公司,2020-06-17 20:05:31,
6633,被收购,金额未知,,投资方未知,,91510100720367513H,四川省艾普网络股份有限公司,2020-06-17 20:05:31,
6634,战略投资,金额未知,,九鼎投资,,91510100720367513H,四川省艾普网络股份有限公司,2020-06-17 20:05:31,
6635,被收购,金额未知,,三爱富,,915101007203628784,成都东方闻道科技发展有限公司,2020-06-17 20:05:31,
6636,A轮,金额未知,,华大半导体,,91510100720342949A,成都华微电子科技有限公司,2020-06-17 20:05:31,
6637,天使轮,金额未知,,"成创投
中国电子
电子科技大学",,91510100720342949A,成都华微电子科技有限公司,2020-06-17 20:05:31,
6638,IPO,金额未知,,公开发行,,91510100720324302D,中国航发航空科技股份有限公司,2020-06-17 20:05:31,
6639,-,金额未知,,"成都风林投资管理
北京风林投资",,91510100720308564J,成都菲斯特科技有限公司,2020-06-17 20:05:31,
6640,-,未披露,,基石资本,,91510100720307596L,金亚科技股份有限公司,2020-06-17 20:05:31,
6641,IPO,金额未知,,公开发行,,91510100720312205T,中铁高新工业股份有限公司,2020-06-17 20:05:31,
6642,IPO,金额未知,,公开发行,,91510100716067876D,昊华化工科技集团股份有限公司,2020-06-17 20:05:31,
6643,IPO,金额未知,,公开发行,,91510100716037634G,成都西菱动力科技股份有限公司,2020-06-17 20:05:31,
6644,并购,88000万,,保税科技,,9151010071603074X2,成都能通科技有限公司,2020-06-17 20:05:31,
6645,-,金额未知,,唐盛投资,,9151010071306862XQ,成都贝尔通讯实业有限公司,2020-06-17 20:05:31,
6646,被收购,金额未知,,投资方未知,,91510100713027668M,成都财智软件有限公司,2020-06-17 20:05:31,
6647,A轮,金额未知,,用友幸福投资,,91510100713027668M,成都财智软件有限公司,2020-06-17 20:05:31,
6648,新三板,金额未知,,投资方未知,,915101007130204902,成都达智咨询股份有限公司,2020-06-17 20:05:31,
6649,新三板,金额未知,,投资方未知,,91510000720824948X,四川正则工程咨询股份有限公司,2020-06-17 20:05:31,
6650,新三板,金额未知,,投资方未知,,91510000713077569L,四川新迎顺信息技术股份有限公司,2020-06-17 20:05:31,
6651,新三板,金额未知,,投资方未知,,915100007118990753,四川创信工程咨询股份有限公司,2020-06-17 20:05:31,
6652,IPO,金额未知,,公开发行,,915100007118906956,四川路桥建设集团股份有限公司,2020-06-17 20:05:31,
6653,新三板定增,3753万,,申银万国投资,,91510000711885183Y,海诺尔环保产业股份有限公司,2020-06-17 20:05:31,
6654,新三板,金额未知,,投资方未知,,91510000711885183Y,海诺尔环保产业股份有限公司,2020-06-17 20:05:31,
6655,新三板定增,720万,,"招商证券
华融证券
申万宏源证券
九州证券
东证融通",,91510000711885183Y,海诺尔环保产业股份有限公司,2020-06-17 20:05:31,
6656,天使轮,金额未知,,九鼎投资,,91510000711885183Y,海诺尔环保产业股份有限公司,2020-06-17 20:05:31,
6657,天使轮,金额未知,,深圳经世汇银基金管理,,915100007091648110,四川洲宇建筑设计有限公司,2020-06-17 20:05:31,
6658,主板定向增发,金额未知,,旭诺资产,,91510000201811328M,华西证券股份有限公司,2020-06-17 20:05:31,
6659,IPO,金额未知,,公开发行,,91510000201811328M,华西证券股份有限公司,2020-06-17 20:05:31,
6660,战略投资,金额未知,,华能资本,,91510000201811328M,华西证券股份有限公司,2020-06-17 20:05:31,
6661,战略投资,金额未知,,"泸州老窖
荣盛创投",,91510000201811328M,华西证券股份有限公司,2020-06-17 20:05:31,
6662,C轮,金额未知,,投资方未知,,91500232709403501H,重庆市武隆县羊角豆制品有限公司,2020-06-17 20:05:31,
6663,新三板,金额未知,,投资方未知,,91500116622047102J,重庆霏洋环保科技股份有限公司,2020-06-17 20:05:31,
6664,主板定向增发,金额未知,,元禾创投,,91500109203226384B,重庆川仪自动化股份有限公司,2020-06-17 20:05:31,
6665,战略投资,金额未知,,社保基金,,91500109203226384B,重庆川仪自动化股份有限公司,2020-06-17 20:05:31,
6666,主板定向增发,金额未知,,渝富集团,,91500109203226384B,重庆川仪自动化股份有限公司,2020-06-17 20:05:31,
6667,IPO,金额未知,,公开发行,,91500109203226384B,重庆川仪自动化股份有限公司,2020-06-17 20:05:31,
6668,战略投资,1000万,,"德同资本
赛富投资基金",,91500109203226384B,重庆川仪自动化股份有限公司,2020-06-17 20:05:31,
6669,被收购,439000万,,丰隆集团,,91500108203322739K,重庆协信远创实业有限公司,2020-06-17 20:05:31,
6670,新三板,金额未知,,投资方未知,,91500107203291098W,重庆惠凌实业股份有限公司,2020-06-17 20:05:31,
6671,A轮,11200万,,"人福药业
海南海药",,91500107202800794L,重庆亚德科技股份有限公司,2020-06-17 20:05:32,
6672,新三板,金额未知,,投资方未知,,91500106622018424C,重庆四平塑料包装股份有限公司,2020-06-17 20:05:32,
6673,新三板,金额未知,,投资方未知,,91500106622015389N,重庆市旺成科技股份有限公司,2020-06-17 20:05:32,
6674,新三板定增,1408万,,"紫金科创
乔景资本",,91500103203322720E,重庆天骄爱生活服务股份有限公司,2020-06-17 20:05:32,
6675,新三板,金额未知,,投资方未知,,91500103203322720E,重庆天骄爱生活服务股份有限公司,2020-06-17 20:05:32,
6676,A轮,金额未知,,易翎资本,,915000007094507119,重庆商界传媒集团有限公司,2020-06-17 20:05:32,
